ID_POST,post,DATE,nb_comment,nb_view,nb_like,Sentiment,Sentiments_comment,score_pondere,Topics,Topics_text
55002b8b828463a4178b457b,"The  team is the contact point for all questions about  Need help logging in, changing settings, or uploading images?  Or do you have a change request for ? ,  and their team will be happy to help you. Just write to us at team@.ch.   ",2015-03-11,1,0,0,0.7306173387914896,-0.7674247324466705,0.7306173387914896,11,App
5508260e828463ae4a8b45fa,"  How is a good neighbourhood created? Send the right signal ... Actually, it doesn't take much for a good neighborhood to emerge. Here are four important tips on how to get it right from the start.   ",2015-03-17,0,0,0,0.5370404608547688,0.0,0.5370404608547688,15,Activities
552547e8828463e9288b4586,"  Dear , :  our cat is missing. The cat's name is , it's beige and it's chipped. We have posters everywhere with our phone nr. already hung up, in case someone sees something, we would be happy for every call. We live on the ground floor at the . Thank you very much Best regards,   ",2015-04-08,1,0,0,0.6338082440197468,-0.0264212489128112,0.6338082440197468,7,Pet
552f62c78284636b568b4577,"   we want to know! Your opinion!  in the Erlenmatt West and with the  you certainly already have a lot to say to us: What do you like about the , what can we do better, what are you missing? Click here for the survey: Link to the surveyParticipation in the survey takes ! Thank you very much for participating!   ",2015-04-16,1,0,0,0.7797721615061164,0.9900907715782524,0.7797721615061164,28,Divers
552fa7218284634b608b4581,"  We from the  have the Erlenmattpark right in front of our nose, approx. in  walking distance (cf. blue arrow on illustration). Unfortunately, this path is blocked throughout due to two construction site fences and we have to take a detour of  (cf. red arrow). Is there an alternative that I overlooked? If not, how long will these fences last? Or would it be possible to open a passage in one place?   ",2015-04-16,3,0,0,-0.6910074390470982,0.35491836105939,-0.6910074390470982,0,Parking/Car
5538eba2828463e1218b45af,  What do you think about the ? What do we need to do better? What are you missing? What doesn't work? Your opinion is important to us. Join us ! The survey will only run  . Participation takes 3 Minuten.Link to the surveyThank you very much for participating!   ,2015-04-23,1,0,0,0.7737639173865318,-0.3296846859157085,0.7737639173865318,-1,Divers
553bac0a828463117f8b457f,"  Good morning to everyone, someone has a tip on how to get the tiles in the bathroom really clean???   ",2015-04-25,12,0,0,0.5683129774406552,-2.889668698888272,0.5683129774406552,10,Cleaning
553e00698284638f708b4569,"  Make and maintain contacts in the neighborhood, save waste fees and at the same time sensibly recycle organic waste so that first-class fertilizer is produced... There are many good reasons to compost in the neighborhood! If you want to k more about this and/or would like to compost with us, you  have the opportunity to inform yourself. Free introduction to the topic of ""proper composting"" in cooperation with the compost consultancy of the , 28. , at the composting site Erlenmatt from  to 20:15Registration under  desired. The compost site is located in front of the retirement home ""Senevita"" on the site of the future Max-Kämpf-Platz, directly on .The compost site is looked after by a group from the surrounding district. We are looking forward to more !   ",2015-04-27,6,0,0,0.8613209435716271,-0.303837644867599,0.8613209435716271,1,Garbage
553f3f788284638f708b4711,"  Some of you have already asked us when we can show you the past energy consumption of your apartment for the first time. We have announced this for the , but unfortunately we are late. Sorry. We will keep you up to date and get back to you as soon as ""My Energy"" goes online.   ",2015-04-28,2,0,0,-0.3906839191913605,0.7890345840714872,-0.3906839191913605,17,Energy Consumption
5541f47382846332388b4584,"  Various  have asked if we can explain again how they can save the  on their smartphone like a normal native app. the flyer on which this is described can  be found in the ""Erlenmatt West"" section. Here is the direct link. Write a comment if this does not work or if someone has a smartphone model that is not described.   ",2015-04-30,1,0,0,-0.4848070107400417,0.977839904371649,-0.4848070107400417,11,App
